SL,EEG,BP,HR,CIRCULATION,ACTIVITY
61035.7,-5710,24,247,2754,3
8225.33,-2301.62,57,98,582,0
50937.9,-3150,33,234,2464,2
9802.18,-3000.54,96,130,490,3
7123.42,-2120,160,109,486,5
126664,-10596,275,340,5324,0
81063,-6370,226,257,3371,0
116526,-3610,43,235,4905,2
10332,-3320,14,109,689,3
322709,-9759,63,452,11273,0
2176.36,-1150.22,20,54,165,2
381090,-12477,129,661,12215,0
4593.67,-2581.74,30,131,271,4
60614.5,-5550,22,247,2754,3
162001,-8760,71,388,6290,3
4165.15,-1403.26,112,88,318,2
232615,-4140,116,537,8350,3
62135,-4375,229,216,2396,0
30879.5,-3140.24,119,171,1747,5
80216.1,-6230,47,272,3539,4
15503,-4393,33,190,774,0
52.1699,-494,6,33,5,2
60880,-3371,34,229,3053,0
223617,-12726,278,464,8220,0
27071.6,-2240,36,156,1364,3
1511,-1354,23,79,104,0
7495.05,-1844.16,73,104,457,2
52069.2,-3190,34,234,2464,3
25521.3,-2500,43,156,1364,5
25223,-4545,100,168,1409,0
8353.2,-1876.75,70,107,517,4
11496.2,-3024.75,28,156,654,4
238149,-9215,54,451,7840,0
13566.8,-1449.03,18,96,804,3
3815.99,-1140,14,79,317,2
50774.2,-4810,71,224,2192,2
3936.92,-2329.77,70,101,249,4
139969,-10300,78,449,5537,2
265084,-11100,81,540,8870,4
50684.5,-6420,38,234,2464,2
178773,-6710,64,403,6746,3
63.2127,-362,96,33,5,2
26681.2,-3213.4,22,174,1415,4
4676.85,-1760,10,85,343,5
12866.3,-2817.29,15,132,806,4
37830.3,-1860,42,234,1581,2
11232.4,-3102.63,37,156,654,4
283321,-15139,201,507,10256,0
4992.1,-477,36,85,343,1
7215.07,-1570.96,45,93,545,4
114936,-2460,42,235,4905,3
63884,-6647,29,249,2899,0
29415,-4151,28,159,1577,0
407653,-7820,55,473,14125,4
9061.36,-1320,30,102,516,5
26073.5,-2480,27,156,1364,3
49504,-4397,32,215,2678,0
2169.08,-1136.79,20,54,165,2
2175.37,-1128.71,20,54,165,2
163557,-9780,84,388,6290,4
4621.85,-2623.61,26,131,271,5
257761,-14333,85,440,9129,0
10998.9,-3369.66,25,156,654,3
207550,-10863,56,405,7718,0
19495,-3632,55,151,1162,0
80015.3,-5340,51,272,3539,3
4784.33,-2683.4,32,131,271,4
4174.88,-2237.15,71,101,249,4
4468.68,-2556.26,37,131,271,5
7255.36,-1510,159,109,486,4
172276,-7220,87,403,6746,3
14064.3,-2341.52,97,120,809,2
26209,-3364.66,32,174,1415,3
116515,-8724,109,373,3896,0
4319.06,-531,9,79,317,2
196636,-8460,38,390,7459,3
234827,-6751,73,405,8213,0
2181.93,-1118.33,20,54,165,2
226416,-14333,230,429,8483,0
5029.7,-2390,7,79,292,3
76547.6,-5750.14,50,262,3211,5
11195.3,-1893.42,24,102,764,4
24634,-4353,24,181,1521,0
11163,-3200.64,48,156,654,5
1009740,-19156,155,791,24692,0
115105,-3060,37,235,4905,2
107938,-5190,53,271,4426,5
58730,-5731,77,243,2679,0
2150.11,-583993,9,43,161,5
41397.7,-3051.67,100,159,2181,5
163647,-7342.67,75,352,6744,2
12529,-3098,29,131,730,0
115726,-4280,60,271,4426,3
629448,-12993,138,674,18282,0
90509.7,-5390,48,254,3885,3
361472,-10697,49,425,9547,0
8611.9,-1070,29,102,516,5
13343.7,-1602.88,17,96,804,2
30663,-3272.72,124,171,1747,5
13692,-2007,60,114,806,0
4167.53,-692,10,79,317,3
160549,-8830,88,388,6290,3
55357,-7532,163,231,2327,0
69278,-5785,52,227,2605,0
4754.96,-1837.94,25,131,271,5
7519.15,-1896.12,75,104,457,2
10410.3,-2380,36,154,587,3
27502.2,-2570,22,194,1521,4
250646,-9483,84,468,8473,0
52231.8,-6092.75,51,288,2334,4
9114.66,-1280,30,102,516,5
87759.2,-5160,41,254,3885,3
197280,-8120,64,390,7459,4
10043.1,-1610,36,154,587,3
496133,-16211,145,577,15522,0
17419.9,-2679.57,85,142,844,3
3424.95,-761531,49,51,132,2
55254.9,-4262.58,72,209,2534,5
4449.89,-2130,9,79,292,5
26158.8,-3007.99,31,157,1519,3
59358.3,-2970,54,223,2822,5
269039,-11000,99,537,8350,3
17180.5,-4138.72,30,183,931,1
298153,-8830,96,537,8350,3
48.8436,-394,6,33,5,2
13588.1,-2905.37,14,148,729,4
165033,-7523.28,79,352,6744,2
476365,-11600,53,483,15505,3
75387,-3520,23,249,3630,2
11656,-1851.04,17,105,765,3
11316.1,-1952.87,25,102,764,4
209365,-8125,110,405,7104,0
2870,-1438,3,57,165,0
6722,-2789,12,96,426,0
32481.9,-3460.79,69,176,1922,3
68931.5,-2107.33,147,247,3373,1
26809.1,-2932.96,101,158,1403,4
65901,-6552,31,230,2976,0
3279.3,-1107.92,44,71,249,4
76475,-9840,47,358,3140,0
48760.4,-6470.88,56,298,2196,5
1570.65,-1421.77,11,67,134,0
68841,-5142.48,150,247,3373,1
4495.06,-1580,16,88,292,3
37714.6,-4185.75,127,205,1751,2
46718,-5752.5,68,273,2061,5
96400,-5843,62,284,3221,0
63855,-7274,134,270,2611,0
9889,-2219,28,115,584,0
15106,-4572,10,133,807,0
5096.1,-1820,8,79,292,2
26376.1,-3960,25,166,1414,4
17248.4,-4263.46,35,183,931,1
36767.5,-4673.59,111,205,1751,0
9394.1,-3119.23,21,138,554,3
142954,-7730.43,194,362,5847,4
5284,-1162,22,72,365,0
427981,-13690,142,618,13977,0
8160.42,-1600,17,111,453,4
62405,-5967,207,265,2060,0
280557,-10185,386,471,9276,0
3284.15,-810088,49,51,132,2
18694.6,-2470,28,168,772,4
10270,-2444,45,126,621,0
71437.6,-4456.51,45,247,3373,2
218816,-6709,76,383,5962,0
25142.4,-3217.57,28,157,1519,3
45041.9,-5697.09,48,273,2061,4
24034.1,-3127.56,84,154,1407,0
26966.1,-2921.13,100,158,1403,4
60501.4,-6462.5,144,305,2610,3
38924,-2926,12,157,2309,0
27068.9,-2968.82,92,158,1403,4
232557,13000,84,537,8350,3
2162.45,-1159.66,20,54,165,2
57782,-5193,20,233,2062,0
7427.56,-1613.27,44,93,545,2
49.9553,-222,96,33,5,2
160093,-9530,87,388,6290,3
201498,-8407,65,369,6292,0
217864,-6873,256,371,8983,0
77853.1,-5474.66,31,262,3211,4
49593.3,-5630,23,216,2677,4
25087.7,-3279.44,24,157,1519,3
115266,-3870,42,235,4905,2
279617,-13500,65,540,8870,3
60791.9,-4790,32,247,2754,4
20392.7,-3469.34,94,163,1162,4
53004.6,-5882.37,55,288,2334,5
11335.8,-3074.15,39,156,654,4
20349.5,-3371.96,81,163,1162,4
48393,13000,32,166,1414,3
12064.5,-2339.76,86,128,693,2
39939.2,-3570,30,196,1885,3
4273.34,-1350,11,79,317,2
25516.4,-3211.34,34,157,1519,3
12267.7,-2800.74,93,136,619,3
9484.11,-3063.51,17,138,554,3
9868.39,-1857.71,43,98,651,5
4617,-3001,45,106,184,0
87401.8,-5220,46,254,3885,3
485784,-11842,141,526,15334,0
52384.6,-3690,24,216,2677,3
104659,-6200,68,322,4619,3
4632.73,-2728.17,35,131,271,5
1551.35,-818515,30,52,133,4
29354.4,-2030,25,194,1521,5
58694.4,-155558,93,217,2904,3
10905.9,-3364.89,33,156,654,4
52.5965,-350,96,33,5,2
2963.19,-1310.96,34,77,205,5
329789,-13765,90,493,10843,0
66890,-8255,58,320,2976,0
309188,-9846,244,418,9136,0
46673,-2610,39,223,2059,4
112554,-4200,38,235,4905,2
285486,-12022,123,446,10395,0
478864,-11400,60,483,15505,5
11313,-2925,30,166,731,0
39562.6,-3180,21,196,1885,3
84941.9,-4220,20,220,3450,3
13262.9,-1612.31,17,96,804,2
68409.1,-4946.34,143,247,3373,4
71880.9,-5518.28,27,262,3211,5
16898.2,-4019.44,80,172,973,4
4189.21,-1559.03,127,88,318,2
10150.9,-2217.26,28,123,621,5
69165.3,-4883.11,131,247,3373,4
4588,-2017,5,71,245,0
25528.3,-3265.18,28,157,1519,3
91203.8,-5660,70,254,3885,3
41298.7,-2440,13,196,1885,3
161277,-7839.22,78,352,6744,2
4179.56,-1267.29,10,72,340,4
14013.7,-2331.34,97,120,809,3
144197,-6929,71,322,5739,0
7802.57,-1693.64,67,104,457,2
79963.4,-5730,51,272,3539,4
22450.3,-3072.89,82,152,1165,0
435761,-15950,107,504,13638,0
283372,-12391,84,450,10381,0
37708,-4184.18,115,205,1751,3
12236.9,-2717.03,98,136,619,3
104133,-5768.8,154,281,4061,5
100721,-4643,24,308,4820,0
60773.9,-4570,26,247,2754,3
141338,-9108,240,349,5114,0
53512.4,-3950,33,215,2188,3
46839.8,-5290,29,216,2677,3
140899,-7432.84,216,321,4630,0
72634,-5462.11,34,262,3211,5
39242.8,-4306.41,40,193,2118,4
94473,-11955,196,398,3988,0
1729.92,-1376.53,20,76,147,5
37627.3,-3610,34,196,1997,3
115157,-3620,47,235,4905,2
157938,-4330,120,449,5537,2
9618.43,-2824,16,138,554,4
253419,-3670,91,537,8350,5
4291.84,-906,15,88,292,1
10350.2,-2630,15,109,689,3
12348.3,-2615.61,83,136,619,3
5343.76,-2380,8,79,292,1
277792,-9680.15,61,468,9276,5
161110,-9250,85,388,6290,4
14056.4,-2331.7,81,120,809,3
4138.96,-1170,11,79,317,2
74831,-3980,29,249,3630,3
470930,49600,52,483,15505,4
12545.5,-2314.61,65,128,693,4
10897,-3399,23,116,654,0
11286.2,-3095.39,49,156,654,4
4213.57,-1430,19,88,292,2
410269,-8570,65,473,14125,4
6440.91,-2312.73,11,104,368,0
161211,-9590,72,388,6290,3
34123.4,-3504.69,81,176,1922,4
37286,-6252,37,226,1815,0
21303,-2662,52,124,848,0
13839.1,-2982.35,24,148,729,5
22165,-2010,36,182,1212,4
73769,-4880,20,249,3630,2
57811,-2369,51,219,2671,0
45978.8,-2540,40,223,2059,3
61873.6,-5940,30,247,2754,3
6330,-1572,6,76,395,0
28696.8,-3387.33,34,179,1626,4
5279,-2695,23,88,370,0
160810,-12800,90,388,6290,3
48902.2,-3800,24,216,2677,3
13132.1,-2513.93,16,132,806,4
31810.5,-2050,27,166,1414,4
26494,-1860,27,156,1364,4
11016.6,-1893.99,28,102,764,4
503334,-20413,446,714,13658,0
413391,-7460,67,473,14125,3
5111.53,-2090,9,79,292,2
230510,-12818,83,364,8856,0
74816,-4980,33,249,3630,2
50279.7,-4780,21,216,2677,3
133188,-7190,98,449,5537,2
6427.73,-2160,12,119,395,4
681375,-17886,131,700,19440,0
27178,-2268.89,38,214,1469,3
38090.1,-4248.28,127,205,1751,2
114063,-3360,48,235,4905,3
42658.8,-1470,48,234,1581,3
74583.4,-3150,24,249,3630,2
53790,-7487,56,300,2200,0
34339.8,-4523.74,128,208,1691,4
74705.3,-3960,29,249,3630,3
66.7971,-233,92,33,5,5
30139,-4582,99,222,1525,0
64.2435,-425,96,33,5,2
175043,-7890,93,449,5537,2
52848.7,-4244.96,93,209,2534,5
1492.19,-912225,41,52,133,2
25666.6,-1770,27,156,1364,3
4361.34,-1120,19,88,292,1
3028.06,-1244.99,38,71,249,3
13105,-1728.65,22,105,765,3
5331.32,-2170.51,58,107,346,3
500726,-13881,134,636,15869,0
475558,-11200,55,483,15505,3
139075,-4360,57,315,5844,4
25158.1,-3172.71,35,157,1519,3
1975.5,-1071.71,5,63,166,3
45777,-3979,16,201,2323,0
118102,-4390,62,271,4426,2
12821.4,-2740.94,15,132,806,4
141415,-3320,56,315,5844,3
5823,-2154,8,94,398,0
52721.2,-5793.56,52,288,2334,4
4304.7,-1700,14,88,292,1
23730,-3935,28,169,1021,0
230237,-8940,62,352,7824,0
198005,-7140,61,390,7459,5
163367,-6995,155,399,6299,0
61049.9,-3940,41,247,2754,4
40508,-5543,31,257,2061,0
51.1604,-547,92,33,5,4
155726,-8180,72,449,5537,2
1294.6,-730158,33,40,100,2
59998.9,-5640,28,247,2754,3
25915,-4701,139,201,1066,0
27938,-3209,35,149,1254,0
4176.44,-671,12,79,317,2
51877.7,-5886.3,47,288,2334,5
10776,-2598,17,125,653,0
43720.3,133,66,223,2059,3
5185.55,-1750,9,79,292,1
4639.33,-905,15,88,292,5
140515,-4390,62,315,5844,4
52677.5,-5976.08,55,288,2334,5
142610,-6401.48,190,308,6057,3
5255.66,-1700,8,79,292,2
37565.6,-5021.26,158,216,1994,0
52.2254,-656,8,33,5,1
81961,-8368,47,283,3380,0
60769.1,-5220,30,247,2754,4
29122.8,-3483.91,24,179,1626,4
115617,-3970,49,235,4905,2
16160.9,-3317.19,89,172,973,5
12865.3,-2666.57,15,132,806,4
95591.9,-5020,70,254,3885,4
2339.25,-772795,30,51,132,5
143003,-6140.16,157,308,6057,3
20215.1,-3429.37,101,163,1162,4
11704.5,-2734.48,91,136,619,4
27767.5,-4069.9,67,214,1469,4
25945.3,-3271.79,27,174,1415,4
9370.4,-3264.72,23,138,554,2
72650,-4921,23,225,3131,0
26720.4,-1960,31,156,1364,3
80434,-4352,38,239,3706,0
65622.2,-3560,71,224,2192,4
52165.7,-5918.74,50,288,2334,5
59469.8,-3450,54,223,2822,4
118347,-4710,62,271,4426,3
38059.7,-4106.81,104,205,1751,3
260018,-13400,63,540,8870,4
54237,-2280,97,193,2257,0
25690.7,-3157.56,29,157,1519,3
408774,-8110,67,473,14125,3
153852,-9190,80,449,5537,2
745484,-17674,120,750,21046,0
7653,-2669,29,128,426,0
26969,-3140,26,166,1414,4
22339,-5364,4,134,652,0
73486.7,-5200,26,249,3630,1
13881.9,-2879.79,24,148,729,5
46730.4,-5744.39,65,273,2061,4
8937,-4661,66,139,457,0
26455.6,-2870.99,97,156,1521,4
26438.1,-2260,42,156,1364,4
51.9483,-539,6,33,5,1
10905.8,-1883.31,19,102,764,4
20572.2,-3418.1,93,163,1162,5
50123.8,-3780,21,216,2677,3
51805.8,-3800,29,216,2677,4
94592.3,-5737.54,40,294,4249,3
52741.8,-3950,35,224,2192,3
459698,-14239,226,524,13149,0
278345,-12300,77,540,8870,4
90540,-6481,41,249,4333,0
336423,-5620,111,462,11563,3
14282.2,-2413.54,87,120,809,3
40534.9,-2130,40,234,1581,2
89121,-7368,180,339,3719,0
7683,-2745,37,116,517,0
4291.46,-1155.02,24,72,340,5
245417,-11300,89,537,8350,3
59.9544,-39.2,6,33,5,5
38909.3,-4301.02,36,193,2118,4
38660.6,-2320,35,196,1885,3
11002.5,-2182.22,27,102,764,0
141419,-2950,41,315,5844,3
109979,-8090,65,351,4633,0
25908.1,-3326.75,19,174,1415,4
11374.6,-3063.58,30,156,654,4
51266.2,-4440,26,188,2599,2
27214.5,-2500,30,156,1364,4
46116.6,-5681.59,54,273,2061,4
6751.36,-2195.7,34,108,428,4
11287.2,-3050.62,48,156,654,4
1319.06,-932.05,20,51,102,5
29049.4,-2772.77,88,156,1521,4
7082.35,-1658.21,48,93,545,4
73400.5,-4490,27,249,3630,2
7619.97,-1857.09,75,104,457,2
26806.1,-3351.86,30,174,1415,4
253583,-15233,74,481,8345,0
630508,-17593,84,690,19835,0
3018.53,-1200.37,51,67,224,2
4249.56,-1550,14,88,292,1
149420,-10334,62,368,5545,0
25801.2,-1260,43,166,1111,4
36965.8,-3677.6,34,193,2118,3
14840,-2080,50,124,768,0
2143.28,-572515,7,43,161,5
14479,-2637.32,64,134,970,3
541796,-13545,120,558,15867,0
29985.1,-3213.9,106,171,1747,5
37363.8,-4102.33,122,205,1751,5
17034.3,-2771.07,74,142,844,3
14015.3,-2858.94,19,148,729,5
27457,-3118,53,140,1410,0
116139,-4730,62,271,4426,2
25571,-3347,57,139,1254,0
4212.9,-1517.45,117,88,318,2
38099,-3771.09,39,180,2054,5
26182,-4963,17,188,1310,0
2031.29,-1030.68,6,63,166,3
4434.87,369,22,88,292,3
96110,-7750,45,296,4342,0
411480,-7270,59,473,14125,3
87581.9,-3320,28,220,3450,4
39762,-4498,135,233,2125,0
45343.2,-4710,32,215,2188,4
11214.8,-1914.37,24,102,764,4
32700.2,-3613.27,77,176,1922,4
4791.37,-1230,22,85,343,1
11971.6,-2503.02,70,128,693,4
71452.8,-5603.94,28,262,3211,5
79279.3,-6990,37,272,3539,3
7375.13,-1660.92,52,93,545,2
7225.98,-1350,162,109,486,4
36522.3,-3600,48,196,1997,5
9787.2,-1801.4,67,107,517,5
37448.2,-3672.72,49,180,2054,5
202590,-7715,82,386,7339,0
3567,-3317,3,100,268,0
39754.3,-3863.31,29,193,2118,4
28881,-2228200,96,219,1469,0
232568,-9653,52,441,7710,0
11424,-3396800,23,129,583,0
9280.98,-3111.22,25,138,554,3
75467.9,-4190,43,264,3217,3
13436.8,-1566.73,18,96,804,2
90600.2,-5430,43,254,3885,3
140208,928,40,315,5844,4
117340,-9147,146,309,4433,0
87068.3,-3190,17,220,3450,3
27254.5,-4251.21,50,214,1469,3
8800,-4650,10,136,552,0
95702,-5959,94,339,3545,0
77023.6,-5432.97,42,262,3211,4
74583.6,-5450,30,249,3630,2
35547.4,-3400,39,234,1581,2
2247.36,-1103.41,20,54,165,2
2882.67,-1196.61,33,71,249,3
15635,-2743,11,140,767,0
104839,-6957,66,278,4427,0
52884,-3810,74,217,2597,0
10455,-2182,23,136,584,0
154948,-5967,75,345,5534,0
140698,-5579,115,367,6066,0
99465,-5279,42,322,4251,0
260239,-9400,99,537,8350,3
12220,-2394.31,80,128,693,2
115852,2150,53,271,4426,3
79623.4,-6180,54,272,3539,4
856241,-16124,83,625,26243,0
44486,-5873,22,229,2120,0
12002.5,-2510.74,87,128,693,2
6904.4,-2220,16,119,395,5
157540,-8072,85,355,5537,0
69229.4,-4296.2,147,247,3373,1
10987.6,-2559.1,67,140,590,5
91204.3,-4350,50,254,3885,3
150757,-5860.12,29,282,6509,0
60103,-7561,82,320,2198,0
4092.88,-254,17,79,317,2
49705.1,-4810,19,216,2677,3
255035,-9731,90,476,9687,0
51138.7,-5710,28,234,2464,2
124181,-6765,44,339,5633,0
2619.82,-1216.73,49,67,224,4
7519.91,-1763.93,69,104,457,2
517058,-11960.5,127,540,18067,4
88315,-6958,52,262,3624,0
13351.1,-1586.05,18,96,804,2
6627,-2032,6,68,368,0
85814.5,-3850,19,220,3450,3
25745.1,-3218.03,37,157,1519,3
25541,-2120,37,156,1364,2
150078,-9480,72,449,5537,2
11162.4,-3055.75,35,156,654,4
74711.6,-2580,33,249,3630,2
3653,-951,24,75,187,0
7633.88,-1757.47,75,104,457,4
1452.12,-882116,31,52,133,2
87245.7,-3350,25,220,3450,4
25763.7,-3399,34,174,1415,4
9073,-1839,21,109,587,0
12822.7,-2705.96,15,132,806,4
23041.1,-3824.13,31,176,1313,5
2193.97,-1149.16,20,54,165,2
74698.8,-3480,29,249,3630,3
2188.88,-1057.99,20,54,165,1
26673.2,-3275.38,26,174,1415,4
310361,-11226,270,426,10681,0
1443.51,-973392,41,52,133,2
55995.9,-5010,27,216,2677,4
59.8814,-364,92,33,5,2
14194.9,-2244.65,74,120,809,3
244568,-13700,74,540,8870,3
307180,-13905,99,565,10123,0
39735.6,-3160,17,196,1885,3
98892.4,-5638.6,143,281,4061,5
2412.16,-1381.97,18,82,185,4
176669,-10099,59,342,5318,0
3325.37,-989,10,75,166,5
60079.5,-4710,24,247,2754,3
3413,-2873,40,91,205,0
8171.56,-1830,20,111,453,4
25915.6,-3416.07,24,174,1415,4
148080,-7500,93,449,5537,2
11341.5,-1906.93,21,102,764,4
28790.1,-3389.55,37,179,1626,5
51938.9,-3300,32,188,2599,3
36165.7,-1230,31,166,1111,4
90833.2,-2490,53,223,2059,3
292460,-16869,129,595,6649,0
9284.09,-3175.17,17,138,554,2
4001.96,-1630,10,79,317,2
10449.4,-2170,37,154,587,3
37590,-3729.35,112,205,1751,3
93822.1,-1620,28,220,3450,4
41248,-3253,24,183,1807,0
113509,-3700,48,235,4905,2
62.6089,-322,96,33,5,4
2158.04,-1091.45,20,54,165,2
281623,-9606.91,61,468,9276,5
58411.8,-5547.56,34,253,2825,0
28677.4,-3413.6,34,179,1626,4
90607.5,-6100,56,254,3885,3
351554,-9613,96,513,12668,0
93868,-6065,135,248,4057,0
4724.53,-2710.9,28,131,271,4
21138,-3254,28,185,1117,0
51949.5,-5788.97,83,288,2334,5
318054,-11829,107,535,10831,0
12868,-3989,28,151,767,0
183949,-6240,79,403,6746,5
59667,-4610,41,223,2822,4
140308,-12600,68,449,5537,2
27235.2,-3330.57,18,174,1415,4
57088.9,-5020,42,247,2754,4
471490,-13900,61,483,15505,3
9719,-2440,16,129,655,0
52198.2,-4635.64,102,209,2534,4
70494,-5370.61,61,262,3211,5
515236,-11834.8,141,540,18067,4
19106,-3582,13,149,1022,0
22983,-4167,35,190,1161,0
9801.01,-2414.95,28,123,621,4
20925,-2647,44,152,1161,0
33880,-3908,72,168,1865,0
11232.1,-3194.73,29,156,654,4
26734.1,-1790,23,166,1414,5
30945,-4057,102,184,1417,0
116929,-2770,48,235,4905,3
122758,-3640,39,295,5112,0
10506,-1510,36,154,587,3
4786.29,-2664.51,34,131,271,5
217802,-10080,64,399,8339,0
174771,-6700,66,449,5537,2
4806.75,-2725.26,25,131,271,4
516760,-11433.7,131,540,18067,4
16982.7,-4089.16,35,183,931,1
16015,-2907,71,132,971,0
68828,-4829,62,315,3138,0
51479.3,-3720,42,234,2464,3
7363.31,-1465.78,26,93,545,3
73384,-7821,28,238,2748,0
1934.94,-1074.23,5,63,166,3
3069.9,-1047.95,26,71,249,3
34578,-4823,166,197,1697,0
5227.29,-2159.21,59,107,346,3
20405.5,-3543.5,88,163,1162,4
16698,-3962.89,90,172,973,3
33056.1,-2290,34,166,1414,4
25781.5,-3376.1,29,174,1415,4
35981,-7151,76,201,1636,0
258023,-10200,105,444,7840,0
1941.98,-1076.92,5,63,166,3
55314,-4555,22,194,2528,0
4200.2,-1532.97,126,88,318,2
45550,-5419.64,56,273,2061,4
1337.39,-982664,38,52,133,3
53.0404,-402,6,33,5,3
7092.35,-1632.65,50,93,545,4
112954,-6761,43,273,4619,0
13805.5,-2470.61,90,120,809,3
20354.8,-3484.16,95,163,1162,4
1636.31,-1383.12,13,76,147,5
60089.1,-5270,38,247,2754,3
544343,-13284,104,457,15149,0
51622.6,-2130,42,223,2059,3
38839.5,-3838.31,47,193,2118,3
4554,-3917,48,113,271,0
4132.52,-1498.95,121,88,318,2
50373,-5704,7,150,1467,0
268607,-8690,103,537,8350,3
29580.8,-3181.79,104,171,1747,4
202348,-7790,49,390,7459,5
2178,-1063.89,20,54,165,2
23355.4,-3926.61,36,176,1313,5
2524.36,-1125.96,22,59,165,0
4069,-1561,30,89,268,0
27295.7,-2859.65,97,158,1403,4
27534.5,-3010,34,194,1521,4
160447,-11780,251,375,6283,0
13508.8,-1520.35,19,96,804,3
14131.7,-2343.25,96,120,809,3
4587.82,-1910,11,86,205,1
27992.4,-2855.1,103,158,1403,4
160678,-10900,97,388,6290,3
1308.09,-717.24,33,40,100,3
27519.4,-2983.57,91,158,1403,3
33928.4,-2390,21,234,1581,2
2183.91,-1141.17,20,54,165,2
119102,-4390,55,271,4426,3
5112.63,-2221.22,61,107,346,3
50178.7,-4280,19,216,2677,3
26798.2,-2030,22,166,1414,4
148625,-7334,68,377,4929,0
7624.76,-1695.06,55,104,457,4
7006,-2708,11,89,485,0
110666,-7979,216,325,5111,0
7496.42,-2039.47,77,104,457,2
6679,-3192,22,123,398,0
26683.8,-3550,29,156,1364,2
12868.7,-2733,15,132,806,4
73387.5,-5070,19,249,3630,2
83993.9,-2350,18,220,3450,3
24894,-4596,4,147,1160,0
410006,-5960,53,473,14125,3
7715.91,-1376.99,41,90,405,5
162158,-11300,81,388,6290,4
20160,-3973,78,147,978,0
126948,-8516,137,316,4916,0
53676,-4533.25,106,209,2534,5
177493,-5110,69,403,6746,3
117045,-4470,54,271,4426,2
161919,-5440,87,388,6290,3
1935.17,-1101.34,5,63,166,3
47593,-5322,285,191,2527,0
25820,-5638,30,200,1311,0
251012,-9368,85,409,9406,0
73966.7,-4260,19,249,3630,2
26370.5,-2510,17,166,1414,4
15842.9,-2722.51,71,134,970,4
10298.7,-3180,15,109,689,3
17301.2,-4220.18,35,183,931,1
52483.9,-3870,29,188,2599,3
35350,-2737,28,216,1809,0
474103,-14600,54,483,15505,3
47709,-5206,33,187,2316,0
2872.96,-579,13,75,166,5
43156.1,-1910,47,234,1581,3
11188.6,-1881.22,26,102,764,4
11215,-2248,12,144,692,0
32823.1,-3322.59,72,176,1922,4
33859.4,-3417.68,84,176,1922,4
4145.78,-1970,24,86,205,3
67074.6,-3110,49,224,2192,3
82075,-6133,60,284,3888,0
37420.4,-3575.45,45,180,2054,5
47006.9,-4550,23,216,2677,3
5371.42,-1570,17,79,292,2
80287.2,-6740,59,272,3539,3
239293,11000,93,537,8350,3
463129,-11200,46,483,15505,3
14204.2,-2321.93,86,120,809,3
40389,-6680,167,229,1933,0
37396.7,-3430,44,196,1997,2
27292.4,3690,23,166,1414,4
35602.4,-4267.52,124,208,1691,4
92503,-7139,211,251,3715,0
25455,-3809,27,166,1410,0
10313.1,-3270,15,109,689,3
35248.4,-4417.78,129,208,1691,4
51.7239,-483,96,33,5,2
4068.43,-1369.48,11,72,340,4
103448,-1910,26,220,3450,4
110945,-5150,33,322,4619,3
51477,-3040,24,188,2599,3
160710,-11600,78,388,6290,3
18100,-3869,21,144,1068,0
4505.45,-2709.92,30,131,271,4
35207.9,-4456.86,130,208,1691,4
11731,-1062,20,101,804,0
70202.2,-5586.85,43,262,3211,5
124568,-5909,42,298,5117,0
172004,-9250,75,371,6516,0
5313.23,-2240,23,86,205,3
111448,-8136,81,355,4441,0
38029.5,-3813.9,38,180,2054,5
34364,-2935,78,221,1367,0
60881.8,-3280,38,223,2822,5
10806,-3200,18,133,649,0
258287,-13800,76,540,8870,4
4378.33,-1110,10,79,317,3
19148,-3627,17,143,1061,0
110899,-8360,48,322,4619,4
7141.4,-1579.7,31,93,545,2
25362.4,-3088.02,38,157,1519,3
74234.7,-3880,20,249,3630,2
7647.96,-1876.87,72,104,457,2
17199.3,-2610.26,72,142,844,4
143429,-6924,36,372,5220,0
25093,-1704,41,150,1463,0
56369.5,-4600,31,216,2677,4
38746.9,-2420,17,196,1885,3
91896.1,-5790,66,254,3885,4
38059.1,-3813.45,42,180,2054,5
60116.5,-5070,29,247,2754,3
14251,-2765.26,10,148,729,4
11164.8,-3042.66,41,156,654,4
68854.6,-5331.98,141,247,3373,1
63345,-5990,64,279,2755,0
163974,-8021,73,398,6186,0
30121.6,-3155.95,111,171,1747,5
13374.3,-1572.72,15,96,804,2
41868.1,-2750,48,234,1581,2
10385.4,-3830,13,109,689,3
4178.11,-1526.68,124,88,318,2
9607.5,-2787.91,25,138,554,4
38485.8,-4460,40,196,1997,3
1796.8,-1427.08,11,76,147,5
140488,-5770,43,315,5844,3
141105,-7924,51,296,6061,0
3428.73,-795302,50,51,132,2
38167.9,-3679.44,43,180,2054,5
28951.2,-3431.8,34,179,1626,5
7301,-2549,58,112,485,0
101245,-7593,60,309,4155,0
50313.6,-4910,28,216,2677,3
4133.54,-2296.58,70,101,249,4
26819,-2280,21,156,1364,2
37267,-2872,92,168,2121,0
14175.4,-2876.32,26,148,729,5
56199,-5313,147,245,2392,0
81101.6,-6630,50,272,3539,4
12304,-3258,57,142,659,0
37955,-3711.96,50,180,2054,5
1938.66,-1053.13,6,63,166,3
4729.33,-2627.54,38,131,271,5
92280,-6221,39,235,3787,0
74795.2,-4110,30,249,3630,2
50072.8,-5130,24,216,2677,2
37980.5,-3775.14,40,180,2054,4
55320,-5042,143,242,2607,0
5760,-1136,9,97,370,0
26695.7,-2210,28,156,1364,3
16420.1,-2736.51,82,142,844,3
26164,-3357.1,26,174,1415,4
